exam_id,question_id,question_text,option_a,option_b,option_c,option_d,correct_option,timestamp,student_id,selected_option
ex_001,q_06,"What does the function mentioned in the transcript, which receives a string with the dataset path and the CSV file name, do?",Performs the ANOVA analysis,Downloads dataset information,Visualizes the data,Calculates description length,b,2025-06-10 13:28:23,stu_007,a
ex_001,q_06,"What does the function mentioned in the transcript, which receives a string with the dataset path and the CSV file name, do?",Performs the ANOVA analysis,Downloads dataset information,Visualizes the data,Calculates description length,b,2025-06-10 13:25:52,stu_008,b
ex_001,q_06,"What does the function mentioned in the transcript, which receives a string with the dataset path and the CSV file name, do?",Performs the ANOVA analysis,Downloads dataset information,Visualizes the data,Calculates description length,b,2025-06-10 13:29:25,stu_009,d
ex_001,q_06,"What does the function mentioned in the transcript, which receives a string with the dataset path and the CSV file name, do?",Performs the ANOVA analysis,Downloads dataset information,Visualizes the data,Calculates description length,b,2025-06-10 13:29:58,stu_010,d
ex_001,q_06,"What does the function mentioned in the transcript, which receives a string with the dataset path and the CSV file name, do?",Performs the ANOVA analysis,Downloads dataset information,Visualizes the data,Calculates description length,b,2025-06-10 13:29:51,stu_011,d
ex_001,q_06,"What does the function mentioned in the transcript, which receives a string with the dataset path and the CSV file name, do?",Performs the ANOVA analysis,Downloads dataset information,Visualizes the data,Calculates description length,b,2025-06-10 13:26:55,stu_012,c
ex_001,q_06,"What does the function mentioned in the transcript, which receives a string with the dataset path and the CSV file name, do?",Performs the ANOVA analysis,Downloads dataset information,Visualizes the data,Calculates description length,b,2025-06-10 13:27:52,stu_013,b
ex_001,q_06,"What does the function mentioned in the transcript, which receives a string with the dataset path and the CSV file name, do?",Performs the ANOVA analysis,Downloads dataset information,Visualizes the data,Calculates description length,b,2025-06-10 13:27:39,stu_014,c
ex_001,q_06,"What does the function mentioned in the transcript, which receives a string with the dataset path and the CSV file name, do?",Performs the ANOVA analysis,Downloads dataset information,Visualizes the data,Calculates description length,b,2025-06-10 13:30:56,stu_015,a
ex_001,q_06,"What does the function mentioned in the transcript, which receives a string with the dataset path and the CSV file name, do?",Performs the ANOVA analysis,Downloads dataset information,Visualizes the data,Calculates description length,b,2025-06-10 13:28:34,stu_016,a
ex_001,q_06,"What does the function mentioned in the transcript, which receives a string with the dataset path and the CSV file name, do?",Performs the ANOVA analysis,Downloads dataset information,Visualizes the data,Calculates description length,b,2025-06-10 13:29:47,stu_017,
ex_001,q_06,"What does the function mentioned in the transcript, which receives a string with the dataset path and the CSV file name, do?",Performs the ANOVA analysis,Downloads dataset information,Visualizes the data,Calculates description length,b,2025-06-10 13:28:36,stu_018,c
ex_001,q_06,"What does the function mentioned in the transcript, which receives a string with the dataset path and the CSV file name, do?",Performs the ANOVA analysis,Downloads dataset information,Visualizes the data,Calculates description length,b,2025-06-10 13:27:12,stu_019,
ex_001,q_06,"What does the function mentioned in the transcript, which receives a string with the dataset path and the CSV file name, do?",Performs the ANOVA analysis,Downloads dataset information,Visualizes the data,Calculates description length,b,2025-06-10 13:29:36,stu_020,
ex_001,q_06,"What does the function mentioned in the transcript, which receives a string with the dataset path and the CSV file name, do?",Performs the ANOVA analysis,Downloads dataset information,Visualizes the data,Calculates description length,b,2025-06-10 13:28:48,stu_021,b
ex_001,q_06,"What does the function mentioned in the transcript, which receives a string with the dataset path and the CSV file name, do?",Performs the ANOVA analysis,Downloads dataset information,Visualizes the data,Calculates description length,b,2025-06-10 13:31:36,stu_022,b
ex_001,q_06,"What does the function mentioned in the transcript, which receives a string with the dataset path and the CSV file name, do?",Performs the ANOVA analysis,Downloads dataset information,Visualizes the data,Calculates description length,b,2025-06-10 13:29:23,stu_023,c
ex_001,q_06,"What does the function mentioned in the transcript, which receives a string with the dataset path and the CSV file name, do?",Performs the ANOVA analysis,Downloads dataset information,Visualizes the data,Calculates description length,b,2025-06-10 13:30:57,stu_024,d
ex_001,q_06,"What does the function mentioned in the transcript, which receives a string with the dataset path and the CSV file name, do?",Performs the ANOVA analysis,Downloads dataset information,Visualizes the data,Calculates description length,b,2025-06-10 13:28:59,stu_025,b
ex_001,q_06,"What does the function mentioned in the transcript, which receives a string with the dataset path and the CSV file name, do?",Performs the ANOVA analysis,Downloads dataset information,Visualizes the data,Calculates description length,b,2025-06-10 13:31:13,stu_026,a
ex_001,q_06,"What does the function mentioned in the transcript, which receives a string with the dataset path and the CSV file name, do?",Performs the ANOVA analysis,Downloads dataset information,Visualizes the data,Calculates description length,b,2025-06-10 13:32:38,stu_027,a
ex_001,q_06,"What does the function mentioned in the transcript, which receives a string with the dataset path and the CSV file name, do?",Performs the ANOVA analysis,Downloads dataset information,Visualizes the data,Calculates description length,b,2025-06-10 13:31:06,stu_028,d
ex_001,q_06,"What does the function mentioned in the transcript, which receives a string with the dataset path and the CSV file name, do?",Performs the ANOVA analysis,Downloads dataset information,Visualizes the data,Calculates description length,b,2025-06-10 13:30:30,stu_029,a
ex_001,q_06,"What does the function mentioned in the transcript, which receives a string with the dataset path and the CSV file name, do?",Performs the ANOVA analysis,Downloads dataset information,Visualizes the data,Calculates description length,b,2025-06-10 13:29:23,stu_030,d
ex_001,q_06,"What does the function mentioned in the transcript, which receives a string with the dataset path and the CSV file name, do?",Performs the ANOVA analysis,Downloads dataset information,Visualizes the data,Calculates description length,b,2025-06-10 13:32:13,stu_031,d
ex_001,q_06,"What does the function mentioned in the transcript, which receives a string with the dataset path and the CSV file name, do?",Performs the ANOVA analysis,Downloads dataset information,Visualizes the data,Calculates description length,b,2025-06-10 13:29:03,stu_032,a
ex_001,q_06,"What does the function mentioned in the transcript, which receives a string with the dataset path and the CSV file name, do?",Performs the ANOVA analysis,Downloads dataset information,Visualizes the data,Calculates description length,b,2025-06-10 13:30:59,stu_033,a
ex_001,q_06,"What does the function mentioned in the transcript, which receives a string with the dataset path and the CSV file name, do?",Performs the ANOVA analysis,Downloads dataset information,Visualizes the data,Calculates description length,b,2025-06-10 13:33:20,stu_034,d
ex_001,q_06,"What does the function mentioned in the transcript, which receives a string with the dataset path and the CSV file name, do?",Performs the ANOVA analysis,Downloads dataset information,Visualizes the data,Calculates description length,b,2025-06-10 13:29:35,stu_035,d
ex_001,q_06,"What does the function mentioned in the transcript, which receives a string with the dataset path and the CSV file name, do?",Performs the ANOVA analysis,Downloads dataset information,Visualizes the data,Calculates description length,b,2025-06-10 13:31:50,stu_036,b
ex_001,q_06,"What does the function mentioned in the transcript, which receives a string with the dataset path and the CSV file name, do?",Performs the ANOVA analysis,Downloads dataset information,Visualizes the data,Calculates description length,b,2025-06-10 13:33:44,stu_037,d
ex_001,q_06,"What does the function mentioned in the transcript, which receives a string with the dataset path and the CSV file name, do?",Performs the ANOVA analysis,Downloads dataset information,Visualizes the data,Calculates description length,b,2025-06-10 13:31:33,stu_038,b
ex_001,q_06,"What does the function mentioned in the transcript, which receives a string with the dataset path and the CSV file name, do?",Performs the ANOVA analysis,Downloads dataset information,Visualizes the data,Calculates description length,b,2025-06-10 13:34:57,stu_039,c
ex_001,q_06,"What does the function mentioned in the transcript, which receives a string with the dataset path and the CSV file name, do?",Performs the ANOVA analysis,Downloads dataset information,Visualizes the data,Calculates description length,b,2025-06-10 13:31:54,stu_040,c
ex_001,q_06,"What does the function mentioned in the transcript, which receives a string with the dataset path and the CSV file name, do?",Performs the ANOVA analysis,Downloads dataset information,Visualizes the data,Calculates description length,b,2025-06-10 13:32:54,stu_041,a
ex_001,q_06,"What does the function mentioned in the transcript, which receives a string with the dataset path and the CSV file name, do?",Performs the ANOVA analysis,Downloads dataset information,Visualizes the data,Calculates description length,b,2025-06-10 13:32:03,stu_042,a
ex_001,q_06,"What does the function mentioned in the transcript, which receives a string with the dataset path and the CSV file name, do?",Performs the ANOVA analysis,Downloads dataset information,Visualizes the data,Calculates description length,b,2025-06-10 13:33:50,stu_043,
ex_001,q_06,"What does the function mentioned in the transcript, which receives a string with the dataset path and the CSV file name, do?",Performs the ANOVA analysis,Downloads dataset information,Visualizes the data,Calculates description length,b,2025-06-10 13:32:10,stu_044,
ex_001,q_06,"What does the function mentioned in the transcript, which receives a string with the dataset path and the CSV file name, do?",Performs the ANOVA analysis,Downloads dataset information,Visualizes the data,Calculates description length,b,2025-06-10 13:34:44,stu_045,a
ex_001,q_06,"What does the function mentioned in the transcript, which receives a string with the dataset path and the CSV file name, do?",Performs the ANOVA analysis,Downloads dataset information,Visualizes the data,Calculates description length,b,2025-06-10 13:32:45,stu_046,
ex_001,q_06,"What does the function mentioned in the transcript, which receives a string with the dataset path and the CSV file name, do?",Performs the ANOVA analysis,Downloads dataset information,Visualizes the data,Calculates description length,b,2025-06-10 13:34:34,stu_047,d
ex_001,q_06,"What does the function mentioned in the transcript, which receives a string with the dataset path and the CSV file name, do?",Performs the ANOVA analysis,Downloads dataset information,Visualizes the data,Calculates description length,b,2025-06-10 13:35:15,stu_048,c
ex_001,q_06,"What does the function mentioned in the transcript, which receives a string with the dataset path and the CSV file name, do?",Performs the ANOVA analysis,Downloads dataset information,Visualizes the data,Calculates description length,b,2025-06-10 13:33:18,stu_049,a
ex_001,q_06,"What does the function mentioned in the transcript, which receives a string with the dataset path and the CSV file name, do?",Performs the ANOVA analysis,Downloads dataset information,Visualizes the data,Calculates description length,b,2025-06-10 13:32:49,stu_050,b
ex_001,q_07,"In the initial exploration of an unknown DataFrame, which command is suggested to view the first rows and understand its structure?",.info(),.describe(),.value_counts(),.head(),d,2025-06-10 13:25:07,stu_001,
ex_001,q_07,"In the initial exploration of an unknown DataFrame, which command is suggested to view the first rows and understand its structure?",.info(),.describe(),.value_counts(),.head(),d,2025-06-10 13:26:29,stu_002,
ex_001,q_07,"In the initial exploration of an unknown DataFrame, which command is suggested to view the first rows and understand its structure?",.info(),.describe(),.value_counts(),.head(),d,2025-06-10 13:27:02,stu_003,c
ex_001,q_07,"In the initial exploration of an unknown DataFrame, which command is suggested to view the first rows and understand its structure?",.info(),.describe(),.value_counts(),.head(),d,2025-06-10 13:26:13,stu_004,d
ex_001,q_07,"In the initial exploration of an unknown DataFrame, which command is suggested to view the first rows and understand its structure?",.info(),.describe(),.value_counts(),.head(),d,2025-06-10 13:27:09,stu_005,b
ex_001,q_07,"In the initial exploration of an unknown DataFrame, which command is suggested to view the first rows and understand its structure?",.info(),.describe(),.value_counts(),.head(),d,2025-06-10 13:27:28,stu_006,a
ex_001,q_07,"In the initial exploration of an unknown DataFrame, which command is suggested to view the first rows and understand its structure?",.info(),.describe(),.value_counts(),.head(),d,2025-06-10 13:29:14,stu_007,c
ex_001,q_07,"In the initial exploration of an unknown DataFrame, which command is suggested to view the first rows and understand its structure?",.info(),.describe(),.value_counts(),.head(),d,2025-06-10 13:25:53,stu_008,c
ex_001,q_07,"In the initial exploration of an unknown DataFrame, which command is suggested to view the first rows and understand its structure?",.info(),.describe(),.value_counts(),.head(),d,2025-06-10 13:27:55,stu_009,d
ex_001,q_07,"In the initial exploration of an unknown DataFrame, which command is suggested to view the first rows and understand its structure?",.info(),.describe(),.value_counts(),.head(),d,2025-06-10 13:28:56,stu_010,
ex_001,q_07,"In the initial exploration of an unknown DataFrame, which command is suggested to view the first rows and understand its structure?",.info(),.describe(),.value_counts(),.head(),d,2025-06-10 13:28:40,stu_011,a
ex_001,q_07,"In the initial exploration of an unknown DataFrame, which command is suggested to view the first rows and understand its structure?",.info(),.describe(),.value_counts(),.head(),d,2025-06-10 13:29:38,stu_012,a
ex_001,q_07,"In the initial exploration of an unknown DataFrame, which command is suggested to view the first rows and understand its structure?",.info(),.describe(),.value_counts(),.head(),d,2025-06-10 13:28:25,stu_013,a
ex_001,q_07,"In the initial exploration of an unknown DataFrame, which command is suggested to view the first rows and understand its structure?",.info(),.describe(),.value_counts(),.head(),d,2025-06-10 13:27:08,stu_014,d
ex_001,q_07,"In the initial exploration of an unknown DataFrame, which command is suggested to view the first rows and understand its structure?",.info(),.describe(),.value_counts(),.head(),d,2025-06-10 13:30:32,stu_015,b
ex_001,q_07,"In the initial exploration of an unknown DataFrame, which command is suggested to view the first rows and understand its structure?",.info(),.describe(),.value_counts(),.head(),d,2025-06-10 13:29:42,stu_016,c
ex_001,q_07,"In the initial exploration of an unknown DataFrame, which command is suggested to view the first rows and understand its structure?",.info(),.describe(),.value_counts(),.head(),d,2025-06-10 13:29:28,stu_017,
ex_001,q_07,"In the initial exploration of an unknown DataFrame, which command is suggested to view the first rows and understand its structure?",.info(),.describe(),.value_counts(),.head(),d,2025-06-10 13:29:52,stu_018,d
ex_001,q_07,"In the initial exploration of an unknown DataFrame, which command is suggested to view the first rows and understand its structure?",.info(),.describe(),.value_counts(),.head(),d,2025-06-10 13:30:48,stu_019,b
ex_001,q_07,"In the initial exploration of an unknown DataFrame, which command is suggested to view the first rows and understand its structure?",.info(),.describe(),.value_counts(),.head(),d,2025-06-10 13:29:25,stu_020,d
ex_001,q_07,"In the initial exploration of an unknown DataFrame, which command is suggested to view the first rows and understand its structure?",.info(),.describe(),.value_counts(),.head(),d,2025-06-10 13:30:35,stu_021,
ex_001,q_07,"In the initial exploration of an unknown DataFrame, which command is suggested to view the first rows and understand its structure?",.info(),.describe(),.value_counts(),.head(),d,2025-06-10 13:32:17,stu_022,c
ex_001,q_07,"In the initial exploration of an unknown DataFrame, which command is suggested to view the first rows and understand its structure?",.info(),.describe(),.value_counts(),.head(),d,2025-06-10 13:30:31,stu_023,b
ex_001,q_07,"In the initial exploration of an unknown DataFrame, which command is suggested to view the first rows and understand its structure?",.info(),.describe(),.value_counts(),.head(),d,2025-06-10 13:28:14,stu_024,
ex_001,q_07,"In the initial exploration of an unknown DataFrame, which command is suggested to view the first rows and understand its structure?",.info(),.describe(),.value_counts(),.head(),d,2025-06-10 13:29:55,stu_025,b
ex_001,q_07,"In the initial exploration of an unknown DataFrame, which command is suggested to view the first rows and understand its structure?",.info(),.describe(),.value_counts(),.head(),d,2025-06-10 13:28:56,stu_026,c
ex_001,q_07,"In the initial exploration of an unknown DataFrame, which command is suggested to view the first rows and understand its structure?",.info(),.describe(),.value_counts(),.head(),d,2025-06-10 13:32:06,stu_027,b
ex_001,q_07,"In the initial exploration of an unknown DataFrame, which command is suggested to view the first rows and understand its structure?",.info(),.describe(),.value_counts(),.head(),d,2025-06-10 13:29:18,stu_028,
ex_001,q_07,"In the initial exploration of an unknown DataFrame, which command is suggested to view the first rows and understand its structure?",.info(),.describe(),.value_counts(),.head(),d,2025-06-10 13:29:21,stu_029,b
ex_001,q_07,"In the initial exploration of an unknown DataFrame, which command is suggested to view the first rows and understand its structure?",.info(),.describe(),.value_counts(),.head(),d,2025-06-10 13:32:31,stu_030,d
ex_001,q_07,"In the initial exploration of an unknown DataFrame, which command is suggested to view the first rows and understand its structure?",.info(),.describe(),.value_counts(),.head(),d,2025-06-10 13:29:46,stu_031,c
ex_001,q_07,"In the initial exploration of an unknown DataFrame, which command is suggested to view the first rows and understand its structure?",.info(),.describe(),.value_counts(),.head(),d,2025-06-10 13:31:43,stu_032,b
ex_001,q_07,"In the initial exploration of an unknown DataFrame, which command is suggested to view the first rows and understand its structure?",.info(),.describe(),.value_counts(),.head(),d,2025-06-10 13:31:51,stu_033,b
ex_001,q_07,"In the initial exploration of an unknown DataFrame, which command is suggested to view the first rows and understand its structure?",.info(),.describe(),.value_counts(),.head(),d,2025-06-10 13:33:54,stu_034,b
ex_001,q_07,"In the initial exploration of an unknown DataFrame, which command is suggested to view the first rows and understand its structure?",.info(),.describe(),.value_counts(),.head(),d,2025-06-10 13:33:42,stu_035,
ex_001,q_07,"In the initial exploration of an unknown DataFrame, which command is suggested to view the first rows and understand its structure?",.info(),.describe(),.value_counts(),.head(),d,2025-06-10 13:32:24,stu_036,b
ex_001,q_07,"In the initial exploration of an unknown DataFrame, which command is suggested to view the first rows and understand its structure?",.info(),.describe(),.value_counts(),.head(),d,2025-06-10 13:32:17,stu_037,
ex_001,q_07,"In the initial exploration of an unknown DataFrame, which command is suggested to view the first rows and understand its structure?",.info(),.describe(),.value_counts(),.head(),d,2025-06-10 13:32:08,stu_038,b
ex_001,q_07,"In the initial exploration of an unknown DataFrame, which command is suggested to view the first rows and understand its structure?",.info(),.describe(),.value_counts(),.head(),d,2025-06-10 13:30:46,stu_039,a
ex_001,q_07,"In the initial exploration of an unknown DataFrame, which command is suggested to view the first rows and understand its structure?",.info(),.describe(),.value_counts(),.head(),d,2025-06-10 13:33:33,stu_040,a
ex_001,q_07,"In the initial exploration of an unknown DataFrame, which command is suggested to view the first rows and understand its structure?",.info(),.describe(),.value_counts(),.head(),d,2025-06-10 13:31:46,stu_041,b
ex_001,q_07,"In the initial exploration of an unknown DataFrame, which command is suggested to view the first rows and understand its structure?",.info(),.describe(),.value_counts(),.head(),d,2025-06-10 13:35:14,stu_042,a
ex_001,q_07,"In the initial exploration of an unknown DataFrame, which command is suggested to view the first rows and understand its structure?",.info(),.describe(),.value_counts(),.head(),d,2025-06-10 13:35:19,stu_043,d
ex_001,q_07,"In the initial exploration of an unknown DataFrame, which command is suggested to view the first rows and understand its structure?",.info(),.describe(),.value_counts(),.head(),d,2025-06-10 13:33:05,stu_044,c
ex_001,q_07,"In the initial exploration of an unknown DataFrame, which command is suggested to view the first rows and understand its structure?",.info(),.describe(),.value_counts(),.head(),d,2025-06-10 13:33:32,stu_045,
ex_001,q_07,"In the initial exploration of an unknown DataFrame, which command is suggested to view the first rows and understand its structure?",.info(),.describe(),.value_counts(),.head(),d,2025-06-10 13:34:11,stu_046,c
ex_001,q_07,"In the initial exploration of an unknown DataFrame, which command is suggested to view the first rows and understand its structure?",.info(),.describe(),.value_counts(),.head(),d,2025-06-10 13:33:28,stu_047,c
ex_001,q_07,"In the initial exploration of an unknown DataFrame, which command is suggested to view the first rows and understand its structure?",.info(),.describe(),.value_counts(),.head(),d,2025-06-10 13:36:16,stu_048,b
ex_001,q_07,"In the initial exploration of an unknown DataFrame, which command is suggested to view the first rows and understand its structure?",.info(),.describe(),.value_counts(),.head(),d,2025-06-10 13:35:41,stu_049,a
ex_001,q_07,"In the initial exploration of an unknown DataFrame, which command is suggested to view the first rows and understand its structure?",.info(),.describe(),.value_counts(),.head(),d,2025-06-10 13:33:05,stu_050,c
ex_001,q_08,"If using `.info()` shows that a column has fewer non-null entries than the total rows, what does it mean?",That the column contains only numerical data,That there are outliers in that column,That the column contains null (missing) values,That the column has low cardinality,c,2025-06-10 13:25:20,stu_001,c
ex_001,q_08,"If using `.info()` shows that a column has fewer non-null entries than the total rows, what does it mean?",That the column contains only numerical data,That there are outliers in that column,That the column contains null (missing) values,That the column has low cardinality,c,2025-06-10 13:27:12,stu_002,c
ex_001,q_08,"If using `.info()` shows that a column has fewer non-null entries than the total rows, what does it mean?",That the column contains only numerical data,That there are outliers in that column,That the column contains null (missing) values,That the column has low cardinality,c,2025-06-10 13:25:03,stu_003,d
ex_001,q_08,"If using `.info()` shows that a column has fewer non-null entries than the total rows, what does it mean?",That the column contains only numerical data,That there are outliers in that column,That the column contains null (missing) values,That the column has low cardinality,c,2025-06-10 13:27:45,stu_004,d
ex_001,q_08,"If using `.info()` shows that a column has fewer non-null entries than the total rows, what does it mean?",That the column contains only numerical data,That there are outliers in that column,That the column contains null (missing) values,That the column has low cardinality,c,2025-06-10 13:25:34,stu_005,a
ex_001,q_08,"If using `.info()` shows that a column has fewer non-null entries than the total rows, what does it mean?",That the column contains only numerical data,That there are outliers in that column,That the column contains null (missing) values,That the column has low cardinality,c,2025-06-10 13:27:08,stu_006,c
ex_001,q_08,"If using `.info()` shows that a column has fewer non-null entries than the total rows, what does it mean?",That the column contains only numerical data,That there are outliers in that column,That the column contains null (missing) values,That the column has low cardinality,c,2025-06-10 13:28:48,stu_007,b
ex_001,q_08,"If using `.info()` shows that a column has fewer non-null entries than the total rows, what does it mean?",That the column contains only numerical data,That there are outliers in that column,That the column contains null (missing) values,That the column has low cardinality,c,2025-06-10 13:28:43,stu_008,a
ex_001,q_08,"If using `.info()` shows that a column has fewer non-null entries than the total rows, what does it mean?",That the column contains only numerical data,That there are outliers in that column,That the column contains null (missing) values,That the column has low cardinality,c,2025-06-10 13:27:58,stu_009,c
ex_001,q_08,"If using `.info()` shows that a column has fewer non-null entries than the total rows, what does it mean?",That the column contains only numerical data,That there are outliers in that column,That the column contains null (missing) values,That the column has low cardinality,c,2025-06-10 13:30:20,stu_010,d
ex_001,q_08,"If using `.info()` shows that a column has fewer non-null entries than the total rows, what does it mean?",That the column contains only numerical data,That there are outliers in that column,That the column contains null (missing) values,That the column has low cardinality,c,2025-06-10 13:30:04,stu_011,b
ex_001,q_08,"If using `.info()` shows that a column has fewer non-null entries than the total rows, what does it mean?",That the column contains only numerical data,That there are outliers in that column,That the column contains null (missing) values,That the column has low cardinality,c,2025-06-10 13:27:28,stu_012,a
ex_001,q_08,"If using `.info()` shows that a column has fewer non-null entries than the total rows, what does it mean?",That the column contains only numerical data,That there are outliers in that column,That the column contains null (missing) values,That the column has low cardinality,c,2025-06-10 13:26:40,stu_013,a
ex_001,q_08,"If using `.info()` shows that a column has fewer non-null entries than the total rows, what does it mean?",That the column contains only numerical data,That there are outliers in that column,That the column contains null (missing) values,That the column has low cardinality,c,2025-06-10 13:29:57,stu_014,a
ex_001,q_08,"If using `.info()` shows that a column has fewer non-null entries than the total rows, what does it mean?",That the column contains only numerical data,That there are outliers in that column,That the column contains null (missing) values,That the column has low cardinality,c,2025-06-10 13:26:36,stu_015,d
ex_001,q_08,"If using `.info()` shows that a column has fewer non-null entries than the total rows, what does it mean?",That the column contains only numerical data,That there are outliers in that column,That the column contains null (missing) values,That the column has low cardinality,c,2025-06-10 13:28:08,stu_016,b
ex_001,q_08,"If using `.info()` shows that a column has fewer non-null entries than the total rows, what does it mean?",That the column contains only numerical data,That there are outliers in that column,That the column contains null (missing) values,That the column has low cardinality,c,2025-06-10 13:27:06,stu_017,a
ex_001,q_08,"If using `.info()` shows that a column has fewer non-null entries than the total rows, what does it mean?",That the column contains only numerical data,That there are outliers in that column,That the column contains null (missing) values,That the column has low cardinality,c,2025-06-10 13:28:35,stu_018,c
ex_001,q_08,"If using `.info()` shows that a column has fewer non-null entries than the total rows, what does it mean?",That the column contains only numerical data,That there are outliers in that column,That the column contains null (missing) values,That the column has low cardinality,c,2025-06-10 13:27:49,stu_019,
ex_001,q_08,"If using `.info()` shows that a column has fewer non-null entries than the total rows, what does it mean?",That the column contains only numerical data,That there are outliers in that column,That the column contains null (missing) values,That the column has low cardinality,c,2025-06-10 13:29:54,stu_020,b
ex_001,q_08,"If using `.info()` shows that a column has fewer non-null entries than the total rows, what does it mean?",That the column contains only numerical data,That there are outliers in that column,That the column contains null (missing) values,That the column has low cardinality,c,2025-06-10 13:27:26,stu_021,a
ex_001,q_08,"If using `.info()` shows that a column has fewer non-null entries than the total rows, what does it mean?",That the column contains only numerical data,That there are outliers in that column,That the column contains null (missing) values,That the column has low cardinality,c,2025-06-10 13:30:58,stu_022,a
ex_001,q_08,"If using `.info()` shows that a column has fewer non-null entries than the total rows, what does it mean?",That the column contains only numerical data,That there are outliers in that column,That the column contains null (missing) values,That the column has low cardinality,c,2025-06-10 13:31:40,stu_023,a
ex_001,q_08,"If using `.info()` shows that a column has fewer non-null entries than the total rows, what does it mean?",That the column contains only numerical data,That there are outliers in that column,That the column contains null (missing) values,That the column has low cardinality,c,2025-06-10 13:30:22,stu_024,b
ex_001,q_08,"If using `.info()` shows that a column has fewer non-null entries than the total rows, what does it mean?",That the column contains only numerical data,That there are outliers in that column,That the column contains null (missing) values,That the column has low cardinality,c,2025-06-10 13:30:24,stu_025,d
ex_001,q_08,"If using `.info()` shows that a column has fewer non-null entries than the total rows, what does it mean?",That the column contains only numerical data,That there are outliers in that column,That the column contains null (missing) values,That the column has low cardinality,c,2025-06-10 13:31:54,stu_026,a
ex_001,q_08,"If using `.info()` shows that a column has fewer non-null entries than the total rows, what does it mean?",That the column contains only numerical data,That there are outliers in that column,That the column contains null (missing) values,That the column has low cardinality,c,2025-06-10 13:29:34,stu_027,b
ex_001,q_08,"If using `.info()` shows that a column has fewer non-null entries than the total rows, what does it mean?",That the column contains only numerical data,That there are outliers in that column,That the column contains null (missing) values,That the column has low cardinality,c,2025-06-10 13:33:06,stu_028,
ex_001,q_08,"If using `.info()` shows that a column has fewer non-null entries than the total rows, what does it mean?",That the column contains only numerical data,That there are outliers in that column,That the column contains null (missing) values,That the column has low cardinality,c,2025-06-10 13:28:53,stu_029,a
ex_001,q_08,"If using `.info()` shows that a column has fewer non-null entries than the total rows, what does it mean?",That the column contains only numerical data,That there are outliers in that column,That the column contains null (missing) values,That the column has low cardinality,c,2025-06-10 13:30:51,stu_030,
ex_001,q_08,"If using `.info()` shows that a column has fewer non-null entries than the total rows, what does it mean?",That the column contains only numerical data,That there are outliers in that column,That the column contains null (missing) values,That the column has low cardinality,c,2025-06-10 13:32:58,stu_031,c
ex_001,q_08,"If using `.info()` shows that a column has fewer non-null entries than the total rows, what does it mean?",That the column contains only numerical data,That there are outliers in that column,That the column contains null (missing) values,That the column has low cardinality,c,2025-06-10 13:31:06,stu_032,b
ex_001,q_08,"If using `.info()` shows that a column has fewer non-null entries than the total rows, what does it mean?",That the column contains only numerical data,That there are outliers in that column,That the column contains null (missing) values,That the column has low cardinality,c,2025-06-10 13:32:44,stu_033,
ex_001,q_08,"If using `.info()` shows that a column has fewer non-null entries than the total rows, what does it mean?",That the column contains only numerical data,That there are outliers in that column,That the column contains null (missing) values,That the column has low cardinality,c,2025-06-10 13:29:46,stu_034,b
ex_001,q_08,"If using `.info()` shows that a column has fewer non-null entries than the total rows, what does it mean?",That the column contains only numerical data,That there are outliers in that column,That the column contains null (missing) values,That the column has low cardinality,c,2025-06-10 13:33:15,stu_035,
ex_001,q_08,"If using `.info()` shows that a column has fewer non-null entries than the total rows, what does it mean?",That the column contains only numerical data,That there are outliers in that column,That the column contains null (missing) values,That the column has low cardinality,c,2025-06-10 13:31:15,stu_036,c
ex_001,q_08,"If using `.info()` shows that a column has fewer non-null entries than the total rows, what does it mean?",That the column contains only numerical data,That there are outliers in that column,That the column contains null (missing) values,That the column has low cardinality,c,2025-06-10 13:33:48,stu_037,d
ex_001,q_08,"If using `.info()` shows that a column has fewer non-null entries than the total rows, what does it mean?",That the column contains only numerical data,That there are outliers in that column,That the column contains null (missing) values,That the column has low cardinality,c,2025-06-10 13:32:56,stu_038,c
ex_001,q_08,"If using `.info()` shows that a column has fewer non-null entries than the total rows, what does it mean?",That the column contains only numerical data,That there are outliers in that column,That the column contains null (missing) values,That the column has low cardinality,c,2025-06-10 13:31:13,stu_039,c
ex_001,q_08,"If using `.info()` shows that a column has fewer non-null entries than the total rows, what does it mean?",That the column contains only numerical data,That there are outliers in that column,That the column contains null (missing) values,That the column has low cardinality,c,2025-06-10 13:32:19,stu_040,a
ex_001,q_08,"If using `.info()` shows that a column has fewer non-null entries than the total rows, what does it mean?",That the column contains only numerical data,That there are outliers in that column,That the column contains null (missing) values,That the column has low cardinality,c,2025-06-10 13:31:50,stu_041,c
ex_001,q_08,"If using `.info()` shows that a column has fewer non-null entries than the total rows, what does it mean?",That the column contains only numerical data,That there are outliers in that column,That the column contains null (missing) values,That the column has low cardinality,c,2025-06-10 13:31:11,stu_042,c
ex_001,q_08,"If using `.info()` shows that a column has fewer non-null entries than the total rows, what does it mean?",That the column contains only numerical data,That there are outliers in that column,That the column contains null (missing) values,That the column has low cardinality,c,2025-06-10 13:33:33,stu_043,c
ex_001,q_08,"If using `.info()` shows that a column has fewer non-null entries than the total rows, what does it mean?",That the column contains only numerical data,That there are outliers in that column,That the column contains null (missing) values,That the column has low cardinality,c,2025-06-10 13:34:30,stu_044,c
